analysis,cell,split,group,n_obs,base_equal_asset_mae,changed_equal_asset_mae,equal_asset_mae_deterioration,base_spearman,changed_spearman,prediction_spearman,paired_difference_estimate,paired_difference_ci_lower,paired_difference_ci_upper,n_assets,n_dates,mae,equal_asset_mae,rmse,spearman,tail_threshold_training_q90,tail_n,tail_mae,top_decile_actual_mean,overall_actual_mean,top_decile_risk_enrichment,prediction_min,prediction_max
nonoverlap_offset,continuous_downside__mlp__no_id_temporal,test,7,2143.0,,,,,,,,,,79.0,61.0,0.6978095779073743,0.7159984629764592,0.7251643355252312,-0.08873505996797142,0.06444563865661622,301.0,0.4860377141531322,0.024122648162030896,0.029855842728166035,0.8079707674529503,0.11157966653505962,0.9520328243573507
nonoverlap_offset,continuous_downside__mlp__no_id_temporal,test,8,2143.0,,,,,,,,,,79.0,61.0,0.6970013490297001,0.7151441539836101,0.7238180282480188,-0.1346011752046505,0.06444563865661622,290.0,0.48164143438140555,0.0215806926925515,0.03082747573864777,0.7000473498222961,0.12755604336659113,0.9492286046346029
nonoverlap_offset,continuous_downside__mlp__no_id_temporal,test,9,2143.0,,,,,,,,,,79.0,61.0,0.6982865238057814,0.7163848087399792,0.7238608531135339,-0.1808415711083893,0.06444563865661622,279.0,0.48225792255274863,0.02044417262943678,0.03031934182213057,0.6742947373123467,0.13281025489171347,0.9406335751215616
family,continuous_downside__recent_drawdown_60d,test,Bonds,2750.0,,,,,,,,,,11.0,250.0,0.006980772891398221,0.006980772891398221,0.011270517700222906,0.10032735034355605,0.06444563865661622,0.0,,0.007447497683328534,0.004279832234552404,1.7401377612894708,-0.0,0.0757796680060615
family,continuous_downside__recent_drawdown_60d,test,Commodities,2000.0,,,,,,,,,,8.0,250.0,0.08294544377055627,0.08294544377055628,0.11851672459140929,0.19906307476842341,0.06444563865661622,423.0,0.10541303746429126,0.052856704081059434,0.03868473124324373,1.3663453869875555,-0.0,0.4245265025012638
family,continuous_downside__recent_drawdown_60d,test,Crypto,4764.0,,,,,,,,,,12.0,397.0,0.1553396993678944,0.1553396993678944,0.19504099335881764,-0.007816374197801462,0.06444563865661622,2210.0,0.126820663467805,0.06577510672411052,0.07432268310986655,0.8849937054462811,-0.0,0.6047404788596055
family,continuous_downside__recent_drawdown_60d,test,Equities,9750.0,,,,,,,,,,39.0,250.0,0.02214912090844311,0.022149120908443114,0.03162276503706769,0.017278833926551673,0.06444563865661622,173.0,0.05106616000087899,0.018988119320233518,0.01607666400309767,1.18109822514017,-0.0,0.1926672025293209
family,continuous_downside__recent_drawdown_60d,test,FX,1500.0,,,,,,,,,,6.0,250.0,0.014926108601112846,0.014926108601112846,0.019331116530713517,-0.10297774858656907,0.06444563865661622,0.0,,0.007666848621059519,0.007931117141687233,0.9666795338025365,-0.0,0.07147401919104857
family,continuous_downside__recent_drawdown_60d,test,Real assets,750.0,,,,,,,,,,3.0,250.0,0.019197087047635543,0.019197087047635546,0.024528634055066532,-0.3185314953455088,0.06444563865661622,0.0,,0.009277489012887387,0.013670087778523642,0.6786707710438233,-0.0,0.08538566861819008
subperiod,continuous_downside__recent_drawdown_60d,test,2025-03-15_to_2025-09-14,5922.0,,,,,,,,,,79.0,125.0,0.040250399494542184,0.032220113561907765,0.0738704760684167,0.2016257041415923,0.06444563865661622,651.0,0.07798875280792499,0.04768910835175909,0.02233233548034562,2.135428620697984,-0.0,0.40652386026148657
subperiod,continuous_downside__recent_drawdown_60d,test,2025-09-15_to_2026-06-13,15592.0,,,,,,,,,,79.0,272.0,0.06025554015002206,0.05147997830003544,0.10984016901352475,0.3411372118718829,0.06444563865661622,2155.0,0.13128870009904273,0.07009314144731131,0.0314171939667092,2.231043979344067,-0.0,0.6047404788596055
nonoverlap_offset,continuous_downside__recent_drawdown_60d,test,0,2155.0,,,,,,,,,,79.0,63.0,0.05605910156638535,0.046724368167201574,0.10186564588468741,0.29407269775034833,0.06444563865661622,275.0,0.13226154144821203,0.06384472520841411,0.028837040554086667,2.213983265330821,-0.0,0.5770508797340707
nonoverlap_offset,continuous_downside__recent_drawdown_60d,test,1,2155.0,,,,,,,,,,79.0,63.0,0.05393446411703031,0.04493932734848485,0.1003144240124647,0.3228919832554824,0.06444563865661622,273.0,0.10193346992227856,0.07166182994155355,0.029115267757642994,2.4613144738379313,-0.0,0.5906246313777794
