analysis,cell,split,group,n_obs,base_equal_asset_mae,changed_equal_asset_mae,equal_asset_mae_deterioration,base_spearman,changed_spearman,prediction_spearman,paired_difference_estimate,paired_difference_ci_lower,paired_difference_ci_upper,n_assets,n_dates,mae,equal_asset_mae,rmse,spearman,tail_threshold_training_q90,tail_n,tail_mae,top_decile_actual_mean,overall_actual_mean,top_decile_risk_enrichment,prediction_min,prediction_max
nonoverlap_offset,continuous_downside__transformer_encoder__no_id_temporal,test,0,2155.0,,,,,,,,,,79.0,63.0,0.03933119542280188,0.037982428010910715,0.04972678697767878,0.2349654331725051,0.06444563865661622,275.0,0.07505367401197101,0.06846473234947081,0.02883704060865804,2.374194123405123,0.029656438777844112,0.07151911159356435
nonoverlap_offset,continuous_downside__transformer_encoder__no_id_temporal,test,1,2155.0,,,,,,,,,,79.0,63.0,0.03858548431972018,0.03726073752597509,0.04816782760659496,0.2297386895125736,0.06444563865661622,273.0,0.07341888831912453,0.07426798109103132,0.02911526778941918,2.550825966231406,0.030311740313967068,0.07195507859190305
nonoverlap_offset,continuous_downside__transformer_encoder__no_id_temporal,test,2,2155.0,,,,,,,,,,79.0,63.0,0.03904934798692168,0.037695231495468336,0.04800486554310755,0.2350112816304707,0.06444563865661622,260.0,0.07436885951230159,0.07969944019957136,0.02788007849797157,2.8586519297415154,0.031150490045547485,0.07228377337257068
nonoverlap_offset,continuous_downside__transformer_encoder__no_id_temporal,test,3,2155.0,,,,,,,,,,79.0,63.0,0.039021180571854254,0.03769341245953795,0.04768928044188939,0.34361920980709426,0.06444563865661622,273.0,0.07302981775858974,0.08212854519175987,0.028463055874089215,2.885443697790861,0.028808411831657093,0.07304124906659126
nonoverlap_offset,continuous_downside__transformer_encoder__no_id_temporal,test,4,2155.0,,,,,,,,,,79.0,61.0,0.03900189858624295,0.03768037379214359,0.04676245201044956,0.24907708316180732,0.06444563865661622,267.0,0.06883220829199836,0.07188238192746346,0.027261950248925842,2.636729260787046,0.029028646027048428,0.07254600028196971
nonoverlap_offset,continuous_downside__transformer_encoder__no_id_temporal,test,5,2155.0,,,,,,,,,,79.0,62.0,0.04008890606033669,0.03886177612612032,0.0476907769789043,0.24486737704943742,0.06444563865661622,289.0,0.06932492871933124,0.07437052391469479,0.027831670188554616,2.672154542319872,0.02923066293199857,0.07248558352390926
nonoverlap_offset,continuous_downside__transformer_encoder__no_id_temporal,test,6,2155.0,,,,,,,,,,79.0,61.0,0.039301592573575385,0.03807770545057999,0.04729353380602345,0.22871235108778362,0.06444563865661622,299.0,0.06756386173724994,0.08039960789028555,0.028796681414710534,2.7919747672457187,0.029554107536872227,0.07227731744448344
nonoverlap_offset,continuous_downside__transformer_encoder__no_id_temporal,test,7,2143.0,,,,,,,,,,79.0,61.0,0.03822650483289789,0.036975907434060575,0.0459625161512273,0.28987161006407486,0.06444563865661622,301.0,0.06691465622736172,0.07362968108595111,0.029855842728166035,2.4661732631813735,0.027843135098616283,0.07161321366826694
nonoverlap_offset,continuous_downside__transformer_encoder__no_id_temporal,test,8,2143.0,,,,,,,,,,79.0,61.0,0.03918520409380909,0.03760691488252568,0.05029738384414189,0.2522476388812428,0.06444563865661622,290.0,0.07643768420635626,0.07420718335481577,0.03082747573864777,2.4071767660750685,0.03007350613673528,0.07101764033238094
nonoverlap_offset,continuous_downside__transformer_encoder__no_id_temporal,test,9,2143.0,,,,,,,,,,79.0,61.0,0.03988078905309775,0.03834867279359957,0.051162151189250216,0.24827674707084374,0.06444563865661622,279.0,0.08052628293072664,0.07282298586309649,0.03031934182213057,2.401865656923391,0.0310954333593448,0.07124595095713933
best_baseline_comparison,continuous_downside__mlp__asset_intercept_dynamic_residual,test,continuous_downside__training_asset_mean,,,,,,,,-0.04266488945310511,-0.052758998057248485,-0.033669991469371406,,,,,,,,,,,,,,
best_baseline_comparison,continuous_downside__mlp__no_id_temporal,test,continuous_downside__training_asset_mean,,,,,,,,-0.6926981620870427,-0.7399485231738165,-0.631853208316285,,,,,,,,,,,,,,
best_baseline_comparison,continuous_downside__transformer_encoder__asset_intercept_dynamic_residual,test,continuous_downside__training_asset_mean,,,,,,,,-0.018521960517390315,-0.0215018993363713,-0.01564529289428704,,,,,,,,,,,,,,
best_baseline_comparison,continuous_downside__transformer_encoder__no_id_temporal,test,continuous_downside__training_asset_mean,,,,,,,,-0.01692046343220474,-0.01906063987215115,-0.014305790186709074,,,,,,,,,,,,,,
